date,series_id,category,value
2020-09-01,CUSR0000SEFH,Nonalcoholic beverages,207.595
2020-10-01,CUSR0000SEFH,Nonalcoholic beverages,209.686
2020-11-01,CUSR0000SEFH,Nonalcoholic beverages,212.313
2020-12-01,CUSR0000SEFH,Nonalcoholic beverages,204.502
2021-01-01,CUSR0000SEFH,Nonalcoholic beverages,205.991
2021-02-01,CUSR0000SEFH,Nonalcoholic beverages,209.044
2021-03-01,CUSR0000SEFH,Nonalcoholic beverages,220.192
2021-04-01,CUSR0000SEFH,Nonalcoholic beverages,213.45
2021-05-01,CUSR0000SEFH,Nonalcoholic beverages,215.973
2021-06-01,CUSR0000SEFH,Nonalcoholic beverages,222.901
2021-07-01,CUSR0000SEFH,Nonalcoholic beverages,225.774
2021-08-01,CUSR0000SEFH,Nonalcoholic beverages,231.122
2021-09-01,CUSR0000SEFH,Nonalcoholic beverages,233.597
2021-10-01,CUSR0000SEFH,Nonalcoholic beverages,234.632
2021-11-01,CUSR0000SEFH,Nonalcoholic beverages,229.359
2021-12-01,CUSR0000SEFH,Nonalcoholic beverages,225.647
2022-01-01,CUSR0000SEFH,Nonalcoholic beverages,231.429
2022-02-01,CUSR0000SEFH,Nonalcoholic beverages,231.065
2022-03-01,CUSR0000SEFH,Nonalcoholic beverages,244.703
2022-04-01,CUSR0000SEFH,Nonalcoholic beverages,262.462
2022-05-01,CUSR0000SEFH,Nonalcoholic beverages,287.781
2022-06-01,CUSR0000SEFH,Nonalcoholic beverages,299.054
2022-07-01,CUSR0000SEFH,Nonalcoholic beverages,312.616
2022-08-01,CUSR0000SEFH,Nonalcoholic beverages,323.39
2022-09-01,CUSR0000SEFH,Nonalcoholic beverages,304.335
2022-10-01,CUSR0000SEFH,Nonalcoholic beverages,335.968
2022-11-01,CUSR0000SEFH,Nonalcoholic beverages,342.381
2022-12-01,CUSR0000SEFH,Nonalcoholic beverages,358.003
2023-01-01,CUSR0000SEFH,Nonalcoholic beverages,390.642
2023-02-01,CUSR0000SEFH,Nonalcoholic beverages,357.239
2023-03-01,CUSR0000SEFH,Nonalcoholic beverages,332.462
2023-04-01,CUSR0000SEFH,Nonalcoholic beverages,319.233
2023-05-01,CUSR0000SEFH,Nonalcoholic beverages,288.546
2023-06-01,CUSR0000SEFH,Nonalcoholic beverages,277.573
2023-07-01,CUSR0000SEFH,Nonalcoholic beverages,270.872
2023-08-01,CUSR0000SEFH,Nonalcoholic beverages,264.647
2023-09-01,CUSR0000SEFH,Nonalcoholic beverages,260.003
2023-10-01,CUSR0000SEFH,Nonalcoholic beverages,261.79
2023-11-01,CUSR0000SEFH,Nonalcoholic beverages,266.189
2023-12-01,CUSR0000SEFH,Nonalcoholic beverages,270.888
2024-01-01,CUSR0000SEFH,Nonalcoholic beverages,277.74
2024-02-01,CUSR0000SEFH,Nonalcoholic beverages,295.598
2024-03-01,CUSR0000SEFH,Nonalcoholic beverages,309.812
2024-04-01,CUSR0000SEFH,Nonalcoholic beverages,290.682
2024-05-01,CUSR0000SEFH,Nonalcoholic beverages,298.519
2024-06-01,CUSR0000SEFH,Nonalcoholic beverages,307.274
2024-07-01,CUSR0000SEFH,Nonalcoholic beverages,322.975
2024-08-01,CUSR0000SEFH,Nonalcoholic beverages,338.998
2024-09-01,CUSR0000SEFH,Nonalcoholic beverages,362.577
2024-10-01,CUSR0000SEFH,Nonalcoholic beverages,341.531
2024-11-01,CUSR0000SEFH,Nonalcoholic beverages,366.291
2024-12-01,CUSR0000SEFH,Nonalcoholic beverages,368.73
2015-01-01,CUSR0000SEFW,Other foods,196.84
2015-02-01,CUSR0000SEFW,Other foods,196.915
2015-03-01,CUSR0000SEFW,Other foods,197.113
2015-04-01,CUSR0000SEFW,Other foods,196.831
2015-05-01,CUSR0000SEFW,Other foods,197.283
2015-06-01,CUSR0000SEFW,Other foods,196.94
2015-07-01,CUSR0000SEFW,Other foods,197.17
2015-08-01,CUSR0000SEFW,Other foods,197.426
2015-09-01,CUSR0000SEFW,Other foods,196.977
2015-10-01,CUSR0000SEFW,Other foods,198.169
2015-11-01,CUSR0000SEFW,Other foods,198.045
2015-12-01,CUSR0000SEFW,Other foods,197.561
2016-01-01,CUSR0000SEFW,Other foods,198.847
2016-02-01,CUSR0000SEFW,Other foods,199.188
2016-03-01,CUSR0000SEFW,Other foods,198.824
2016-04-01,CUSR0000SEFW,Other foods,199.0
2016-05-01,CUSR0000SEFW,Other foods,198.984
2016-06-01,CUSR0000SEFW,Other foods,199.02
2016-07-01,CUSR0000SEFW,Other foods,198.958
2016-08-01,CUSR0000SEFW,Other foods,198.815
2016-09-01,CUSR0000SEFW,Other foods,198.923
2016-10-01,CUSR0000SEFW,Other foods,199.173
2016-11-01,CUSR0000SEFW,Other foods,198.799
2016-12-01,CUSR0000SEFW,Other foods,199.18
2017-01-01,CUSR0000SEFW,Other foods,200.164
2017-02-01,CUSR0000SEFW,Other foods,199.632
2017-03-01,CUSR0000SEFW,Other foods,199.855
2017-04-01,CUSR0000SEFW,Other foods,200.612
2017-05-01,CUSR0000SEFW,Other foods,199.576
2017-06-01,CUSR0000SEFW,Other foods,199.179
2017-07-01,CUSR0000SEFW,Other foods,199.743
2017-08-01,CUSR0000SEFW,Other foods,199.92
2017-09-01,CUSR0000SEFW,Other foods,200.633
2017-10-01,CUSR0000SEFW,Other foods,201.027
2017-11-01,CUSR0000SEFW,Other foods,201.57
2017-12-01,CUSR0000SEFW,Other foods,201.709
2018-01-01,CUSR0000SEFW,Other foods,201.299
2018-02-01,CUSR0000SEFW,Other foods,201.698
2018-03-01,CUSR0000SEFW,Other foods,201.687
2018-04-01,CUSR0000SEFW,Other foods,201.946
2018-05-01,CUSR0000SEFW,Other foods,201.764
2018-06-01,CUSR0000SEFW,Other foods,202.285
2018-07-01,CUSR0000SEFW,Other foods,202.125
2018-08-01,CUSR0000SEFW,Other foods,202.036
2018-09-01,CUSR0000SEFW,Other foods,203.018
2018-10-01,CUSR0000SEFW,Other foods,203.435
2018-11-01,CUSR0000SEFW,Other foods,204.136
2018-12-01,CUSR0000SEFW,Other foods,204.695
2019-01-01,CUSR0000SEFW,Other foods,205.059
2019-02-01,CUSR0000SEFW,Other foods,205.947
2019-03-01,CUSR0000SEFW,Other foods,204.958
2019-04-01,CUSR0000SEFW,Other foods,204.031
2019-05-01,CUSR0000SEFW,Other foods,205.369
2019-06-01,CUSR0000SEFW,Other foods,205.598
2019-07-01,CUSR0000SEFW,Other foods,206.224
2019-08-01,CUSR0000SEFW,Other foods,206.659
2019-09-01,CUSR0000SEFW,Other foods,206.12
2019-10-01,CUSR0000SEFW,Other foods,205.786
2019-11-01,CUSR0000SEFW,Other foods,205.02
2019-12-01,CUSR0000SEFW,Other foods,205.115
2020-01-01,CUSR0000SEFW,Other foods,206.014
2020-02-01,CUSR0000SEFW,Other foods,206.774
2020-03-01,CUSR0000SEFW,Other foods,207.917
2020-04-01,CUSR0000SEFW,Other foods,208.853
2020-05-01,CUSR0000SEFW,Other foods,209.458
2020-06-01,CUSR0000SEFW,Other foods,209.222
2020-07-01,CUSR0000SEFW,Other foods,209.471
2020-08-01,CUSR0000SEFW,Other foods,209.262
2020-09-01,CUSR0000SEFW,Other foods,209.015
2020-10-01,CUSR0000SEFW,Other foods,210.209
2020-11-01,CUSR0000SEFW,Other foods,210.976
2020-12-01,CUSR0000SEFW,Other foods,211.003
2021-01-01,CUSR0000SEFW,Other foods,210.914
2021-02-01,CUSR0000SEFW,Other foods,210.432
2021-03-01,CUSR0000SEFW,Other foods,210.96
2021-04-01,CUSR0000SEFW,Other foods,211.134
2021-05-01,CUSR0000SEFW,Other foods,211.938
2021-06-01,CUSR0000SEFW,Other foods,212.638
2021-07-01,CUSR0000SEFW,Other foods,213.136
2021-08-01,CUSR0000SEFW,Other foods,213.86
2021-09-01,CUSR0000SEFW,Other foods,213.98
2021-10-01,CUSR0000SEFW,Other foods,213.399
2021-11-01,CUSR0000SEFW,Other foods,213.682
2021-12-01,CUSR0000SEFW,Other foods,213.576
2022-01-01,CUSR0000SEFW,Other foods,214.068
2022-02-01,CUSR0000SEFW,Other foods,215.762
2022-03-01,CUSR0000SEFW,Other foods,216.574
2022-04-01,CUSR0000SEFW,Other foods,217.197
2022-05-01,CUSR0000SEFW,Other foods,217.666
2022-06-01,CUSR0000SEFW,Other foods,218.737
2022-07-01,CUSR0000SEFW,Other foods,219.638
2022-08-01,CUSR0000SEFW,Other foods,220.711
2022-09-01,CUSR0000SEFW,Other foods,220.23
2022-10-01,CUSR0000SEFW,Other foods,221.446
2022-11-01,CUSR0000SEFW,Other foods,223.315
2022-12-01,CUSR0000SEFW,Other foods,224.841
2023-01-01,CUSR0000SEFW,Other foods,225.372
2023-02-01,CUSR0000SEFW,Other foods,225.024
2023-03-01,CUSR0000SEFW,Other foods,224.974
2023-04-01,CUSR0000SEFW,Other foods,225.14
2023-05-01,CUSR0000SEFW,Other foods,226.072
2023-06-01,CUSR0000SEFW,Other foods,225.688
2023-07-01,CUSR0000SEFW,Other foods,225.608
2023-08-01,CUSR0000SEFW,Other foods,225.949
2023-09-01,CUSR0000SEFW,Other foods,226.652
2023-10-01,CUSR0000SEFW,Other foods,227.372
2023-11-01,CUSR0000SEFW,Other foods,226.653
2023-12-01,CUSR0000SEFW,Other foods,227.542
2024-01-01,CUSR0000SEFW,Other foods,228.114
2024-02-01,CUSR0000SEFW,Other foods,229.119
2024-03-01,CUSR0000SEFW,Other foods,228.767
2024-04-01,CUSR0000SEFW,Other foods,228.725
2024-05-01,CUSR0000SEFW,Other foods,229.235
2024-06-01,CUSR0000SEFW,Other foods,229.527
2024-07-01,CUSR0000SEFW,Other foods,229.992
2024-08-01,CUSR0000SEFW,Other foods,230.143
2024-09-01,CUSR0000SEFW,Other foods,230.211
2024-10-01,CUSR0000SEFW,Other foods,229.83
2024-11-01,CUSR0000SEFW,Other foods,229.105
2024-12-01,CUSR0000SEFW,Other foods,229.766
