date,series_id,category,value,yoy_pct_change
2020-11-01,CUSR0000SEFW,Other foods,210.976,2.905082430982331
2020-12-01,CUSR0000SEFW,Other foods,211.003,2.8705847938961027
2021-01-01,CUSR0000SEFW,Other foods,210.914,2.378479132486122
2021-02-01,CUSR0000SEFW,Other foods,210.432,1.7690812191087701
2021-03-01,CUSR0000SEFW,Other foods,210.96,1.4635647878720848
2021-04-01,CUSR0000SEFW,Other foods,211.134,1.0921557267551618
2021-05-01,CUSR0000SEFW,Other foods,211.938,1.1840082498639326
2021-06-01,CUSR0000SEFW,Other foods,212.638,1.6327154888109208
2021-07-01,CUSR0000SEFW,Other foods,213.136,1.7496455356588614
2021-08-01,CUSR0000SEFW,Other foods,213.86,2.1972455581997785
2021-09-01,CUSR0000SEFW,Other foods,213.98,2.37542760088989
2021-10-01,CUSR0000SEFW,Other foods,213.399,1.5175373081076415
2021-11-01,CUSR0000SEFW,Other foods,213.682,1.2826103443045689
2021-12-01,CUSR0000SEFW,Other foods,213.576,1.2194139419818617
2022-01-01,CUSR0000SEFW,Other foods,214.068,1.495396227846424
2022-02-01,CUSR0000SEFW,Other foods,215.762,2.532884732360108
2022-03-01,CUSR0000SEFW,Other foods,216.574,2.6611679939325006
2022-04-01,CUSR0000SEFW,Other foods,217.197,2.871636022620705
2022-05-01,CUSR0000SEFW,Other foods,217.666,2.7026771980484865
2022-06-01,CUSR0000SEFW,Other foods,218.737,2.8682549685380643
2022-07-01,CUSR0000SEFW,Other foods,219.638,3.050634336761515
2022-08-01,CUSR0000SEFW,Other foods,220.711,3.2034976152623296
2022-09-01,CUSR0000SEFW,Other foods,220.23,2.920833722777827
2022-10-01,CUSR0000SEFW,Other foods,221.446,3.7708705289153155
2022-11-01,CUSR0000SEFW,Other foods,223.315,4.508100822717864
2022-12-01,CUSR0000SEFW,Other foods,224.841,5.274469041465335
2023-01-01,CUSR0000SEFW,Other foods,225.372,5.2805650540949545
2023-02-01,CUSR0000SEFW,Other foods,225.024,4.292692874556225
2023-03-01,CUSR0000SEFW,Other foods,224.974,3.8785819165735314
2023-04-01,CUSR0000SEFW,Other foods,225.14,3.657048670101326
2023-05-01,CUSR0000SEFW,Other foods,226.072,3.8618801282699122
2023-06-01,CUSR0000SEFW,Other foods,225.688,3.177788851451746
2023-07-01,CUSR0000SEFW,Other foods,225.608,2.7181088882615834
2023-08-01,CUSR0000SEFW,Other foods,225.949,2.37323921326984
2023-09-01,CUSR0000SEFW,Other foods,226.652,2.9160423193933527
2023-10-01,CUSR0000SEFW,Other foods,227.372,2.6760474336858797
2023-11-01,CUSR0000SEFW,Other foods,226.653,1.494749568994469
2023-12-01,CUSR0000SEFW,Other foods,227.542,1.201293358417721
2024-01-01,CUSR0000SEFW,Other foods,228.114,1.2166551301847628
2024-02-01,CUSR0000SEFW,Other foods,229.119,1.8198058873720058
2024-03-01,CUSR0000SEFW,Other foods,228.767,1.6859726012783627
2024-04-01,CUSR0000SEFW,Other foods,228.725,1.592342542418046
2024-05-01,CUSR0000SEFW,Other foods,229.235,1.3991117873951797
2024-06-01,CUSR0000SEFW,Other foods,229.527,1.7010208783807768
2024-07-01,CUSR0000SEFW,Other foods,229.992,1.9431935037764525
2024-08-01,CUSR0000SEFW,Other foods,230.143,1.8561710828549849
2024-09-01,CUSR0000SEFW,Other foods,230.211,1.57024866314881
2024-10-01,CUSR0000SEFW,Other foods,229.83,1.0810477983216993
2024-11-01,CUSR0000SEFW,Other foods,229.105,1.081829933863654
2024-12-01,CUSR0000SEFW,Other foods,229.766,0.9774019741410234
